微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J902HngO2,#抽奖##赠书# 携手@博文视点Broadview 送出 5 本《落地之路：硅谷无人驾驶产品心经》，截止7月8日，*可可粉*转发即可参与。一本用中国人的视角讲解硅谷人工智能产品的书，书中采用大量硅谷人工智能公司的案例，通过与国内情况的对比，为中国的读者阐释硅谷的产品管理方法。让没有人工智能背景的读者在短时间内入门，掌握无人驾驶由开发到落地的精髓。详情：http://t.cn/A6LsVomE @微博抽奖平台 http://t.cn/A6Lsfvji [组图共5张] 原图 ,,无,无,无,2020-06-30 09:43,Mac客户端,29,195,25
J8ZMWr6A0,"【全新改版的Hugging Face主页：浏览所有开放模型(1500+)、数据集(120+) 、NLP指标(10+)】""Hugging Face – On a mission to solve NLP, one commit at a time""  http://t.cn/A6LsGdw5  爱可可-爱生活的微博视频  ",,无,无,无,2020-06-30 09:05,微博视频,46,42,5
J8ZghfbCK,【新书：深度神经网络的高效处理】《Efficient Processing of Deep Neural Networks | Synthesis Lectures on Computer Architecture》(Morgan & Claypool 2020) http://t.cn/A6LswWZ8  [组图共2张] 原图 ,,无,无,无,2020-06-30 07:44,Mac客户端,29,29,4
J8YFjoV4C,"《Stochastic Differential Equations with Variational Wishart Diffusions》M Jørgensen, M P Deisenroth, H Salimbeni [Technical & University of Denmark & University College LondonG-Research] (2020) http://t.cn/A6LFFsTi view:http://t.cn/A6LFFsT6 GitHub: http://t.cn/A6LFFsTJ  [组图共9张] 原图 ",,无,无,无,2020-06-30 06:13,微博 weibo.com,17,13,2
J8YEhfUCt,"《Training Convolutional ReLU Neural Networks in Polynomial Time: Exact Convex Optimization Formulations》T Ergen, M Pilanci [Stanford University] (2020) http://t.cn/A6LFF3vc view:http://t.cn/A6LFF3vf  [组图共9张] 原图 ",,无,无,无,2020-06-30 06:10,微博 weibo.com,11,16,2
J8YDyBRmP,"《Homotopy Theoretic and Categorical Models of Neural Information Networks》Y Manin, M Marcolli (2020) http://t.cn/A6LFFH8M view:http://t.cn/A6LFFH8I  原图 ",,无,无,无,2020-06-30 06:09,微博 weibo.com,2,4,1
J8YC8iySR,"《PAC-Bayesian Bound for the Conditional Value at Risk》Z Mhammedi, B Guedj, R C. Williamson [The Australian National University & Inria] (2020) http://t.cn/A6LFFaDH view:http://t.cn/A6LFFaDj  [组图共3张] 原图 ",,无,无,无,2020-06-30 06:05,微博 weibo.com,5,5,0
J8YAXjV8X,"《Pre-training via Paraphrasing》M Lewis, M Ghazvininejad, G Ghosh, A Aghajanyan, S Wang, L Zettlemoyer [Facebook AI] (2020) http://t.cn/A6LFFcIh view:http://t.cn/A6LFFcIv  [组图共12张] 原图 ",,无,无,无,2020-06-30 06:02,微博 weibo.com,8,18,3
J8YzioD1s,"《High Resolution Zero-Shot Domain Adaptation of Synthetically Rendered Face Images》S J. Garbin, M Kowalski, M Johnson, J Shotton [Microsoft] (2020) http://t.cn/A6LkIMku view:http://t.cn/A6LFFhF6  [组图共14张] 原图 ",,无,无,无,2020-06-30 05:58,微博 weibo.com,13,11,2
J8YvH2DQ8,"《Can 3D Adversarial Logos Cloak Humans?》T Chen, Y Wang, J Zhou, S Liu, S Chang, C Bajaj, Z Wang [Texas A&M University & University of Texas at Austin & University of Science and Technology of China & MIT-IBM Watson AI Lab] (2020) http://t.cn/A6LFkpHO view:http://t.cn/A6LFkpHW GitHub: http://t.cn/A6LFkpHl [组图共17张] 原图 ",,无,无,无,2020-06-30 05:49,微博 weibo.com,7,9,3
J8YtJ4OLx,"《Machine learning-based clinical prediction modeling -- A practical guide for clinicians》J M. Kernbach, V E. Staartjes [RWTH University Aachen & University Hospital Zurich] (2020) http://t.cn/A6LFkfvb view:http://t.cn/A6LFkfv4  [组图共11张] 原图 ",,无,无,无,2020-06-30 05:44,微博 weibo.com,14,18,1
J8Ys0F0mI,"《A Framework for Reinforcement Learning and Planning》T M. Moerland, J Broekens, C M. Jonker [TU Delft & Leiden University] (2020) http://t.cn/A6LFkAcs view:http://t.cn/A6LFkAVv  [组图共13张] 原图 ",,无,无,无,2020-06-30 05:40,微博 weibo.com,15,20,1
J8YnXaAL6,"*《How Context Affects Language Models' Factual Predictions》F Petroni, P Lewis, A Piktus... [Facebook AI Research & University College London] (2020) http://t.cn/A6LR6LSN  [组图共10张] 原图 ",,无,无,无,2020-06-30 05:30,微博 weibo.com,3,10,1
J8YmptlaP,"*《Differentiable Top-k Operator with Optimal Transport》Y Xie, H Dai, M Chen, B Dai, T Zhao, H Zha, W Wei, T Pfister [Google] (2020) http://t.cn/A6LFDiEn view:http://t.cn/A6LFDiEE  [组图共13张] 原图 ",,无,无,无,2020-06-30 05:26,微博 weibo.com,18,27,0
J8YfK2WEU,《今日学术视野(2020.6.30)》http://t.cn/A6LFeYdt  ,,无,无,无,2020-06-30 05:10,Mac客户端,3,0,0
J8Ydj1Uwz,早！ #早安#  原图 ,,无,无,无,2020-06-30 05:04,Mac客户端,44,16,1
J8VwgF4oa,晚安～ #晚安#  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-29 22:12,微博视频,21,3,0
J8VvRxpvh,《爱可可老师24小时热门分享(2020.6.29)》  爱可可老师24小时热门分享(2020.6.29)  ,,无,无,无,2020-06-29 22:11,微博 weibo.com,4,2,0
J8VblaLIX,报复性熬夜：一种白天无法控制生活的人们拒绝早睡、以便在半夜找回一些掌控感、享受自由的现象。 via:Daphne K. Lee  ,,无,无,无,2020-06-29 21:21,Mac客户端,196,96,19
J8V9GkFSG,#AI看不懂# 看破这对“细腿”的秘密你用了多久？😜  原图 ,,无,无,无,2020-06-29 21:17,Mac客户端,67,17,11
J8V7eod1A,是你吗？🤣  原图 ,,无,无,无,2020-06-29 21:11,Mac客户端,46,15,3
J8UZDERXf,今日带货 😎  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-29 20:52,微博视频,26,13,11
J8UYC8lu6,实时人脸追踪与3D投影 😎  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-29 20:50,微博视频,35,15,7
J8UT05AUq,不要自大，更不必自卑   原图 ,,无,无,无,2020-06-29 20:36,Mac客户端,155,58,2
J8UPW81wG,Catalin Pit：真正的快乐来自于使用拥有良好文档和示例的API。  ,,无,无,无,2020-06-29 20:28,Mac客户端,54,7,1
J8UHmdcjC,'Go-sword(利刃) - 基于Go语言的可视化web管理后台生成工具' by jaysun GitHub: http://t.cn/A6ALhl30  [组图共8张] 原图 ,,无,无,无,2020-06-29 20:07,Mac客户端,32,26,6
J8UEbpPE7,'jupyterlab-snippets - Snippets Extension for JupyterLab' by QuantStack GitHub: http://t.cn/A6LFhpoW  原图 ,,无,无,无,2020-06-29 19:59,Mac客户端,9,8,1
J8UCX8sJ8,【tcapy：Python交易成本分(TCA)包】’tcapy - Python library for transaction cost analysis (TCA)' by Cuemacro GitHub: http://t.cn/A6LFhqXl  [组图共3张] 原图 ,,无,无,无,2020-06-29 19:56,Mac客户端,25,34,5
J8UBPrvNh,'aukit - 语音处理工具箱，包含语音降噪、音频格式转换、特征频谱生成等模块' by Kuang Dada GitHub: http://t.cn/A6LFPDpt  ,,无,无,无,2020-06-29 19:53,Mac客户端,20,38,12
J8TIYCHiL,【Xene：注重性能和简单性的分布式工作流管理器】’Xene - A distributed workflow runner with focusing on performance and simplicity' by Deepesh Pathak GitHub: http://t.cn/A6LkmWOj  原图 ,,无,无,无,2020-06-29 17:38,Mac客户端,12,10,0
J8TCkE9Re,"【Translators：旨在提供免费、多样、愉快翻译的Python集成机器翻译接口库】’Translators - a library which aims to bring free, multiple, enjoyable translation to individuals and students in Python' by UlionTse GitHub: http://t.cn/A6LkEFZb  原图 ",,无,无,无,2020-06-29 17:22,Mac客户端,17,26,6
J8Tr48DIu,【Ward：简单易用的服务器监控工具】'Ward - a simple and and minimalistic server monitoring tool' by B-Software GitHub: http://t.cn/A6LUKa09  [组图共2张] 原图 ,,无,无,无,2020-06-29 16:54,Mac客户端,31,26,3
J8TlN41Ul,【AutoNormalize：Python数据集自动标准化库】’AutoNormalize - python library for automated dataset normalization' by Feature Labs GitHub: http://t.cn/A6LkHZip  原图 ,,无,无,无,2020-06-29 16:41,Mac客户端,24,31,7
J8QbDsP8t,【限免香农纪录片 Password: Shannon-ISIT】《The Bit Player - ISIT 2020 - Online Premiere on Vimeo》 http://t.cn/A6LBU34V  原图 ,,无,无,无,2020-06-29 08:38,Mac客户端,19,22,7
J8Q5pgWCG,【科研论文写作指南】《Guidelines for Writing Scientific Papers》http://t.cn/A6LDoGiU  原图 ,,无,无,无,2020-06-29 08:23,Mac客户端,33,52,14
J8Q089PTI,【支持SQLite的Jupyter kernel】《A Jupyter kernel for SQLite》by Mariana Meireles http://t.cn/A6LJlJzB  [组图共5张] 原图 ,,无,无,无,2020-06-29 08:10,Mac客户端,30,30,6
J8PS5DU4l,【计算机科学领域报告集锦】“researchseminars.org - Browse talks”  http://t.cn/A6LD6zFo  原图 ,,无,无,无,2020-06-29 07:50,Mac客户端,20,30,2
J8PQKjxrL,【用TensorFlow 2.0识别验证码】《Building a Captcha OCR in TF2.0 | Kaggle》by NAIN http://t.cn/A6LDiYgX  原图 ,,无,无,无,2020-06-29 07:46,Mac客户端,41,41,14
J8PHqi4jT,【预训练与自训练的反思】《Rethinking Pre-training and Self-training》by Aakash Nain http://t.cn/A6LDM3jq  原图 ,,无,无,无,2020-06-29 07:23,Mac客户端,36,56,10
J8Pe81ctJ,"《Fair Hierarchical Clustering》S Ahmadian, A Epasto, M Knittel, R Kumar, M Mahdian, B Moseley, P Pham, S Vassilvitskii, Y Wang [Google & University of Maryland & CMU] (2020) http://t.cn/A6LDGsZ2 view:http://t.cn/A6LDGsZL  [组图共13张] 原图 ",,无,无,无,2020-06-29 06:11,微博 weibo.com,15,21,2
J8Pd4FV37,"《Explainable and Discourse Topic-aware Neural Language Understanding》Y Chaudhary, H Schütze, P Gupta [Siemens AG Munich & University of Munich] (2020) http://t.cn/A6LDGRJ3 view:http://t.cn/A6LDGRJg GitHub:http://t.cn/A6LDGRJd  [组图共17张] 原图 ",,无,无,无,2020-06-29 06:09,微博 weibo.com,11,10,1
J8Pc41WpG,"《SXL: Spatially explicit learning of geographic processes with auxiliary tasks》K Klemmer, D B. Neill [University of Warwick & New York University] (2020) http://t.cn/A6LDG92w view:http://t.cn/A6LDG922  [组图共17张] 原图 ",,无,无,无,2020-06-29 06:06,微博 weibo.com,6,9,2
J8Pb0q9CL,"《Learning from Demonstration with Weakly Supervised Disentanglement》Y Hristov, S Ramamoorthy [University of Edinburgh] (2020) http://t.cn/A6LDGtY0 view:http://t.cn/A6LDGtYp  [组图共17张] 原图 ",,无,无,无,2020-06-29 06:04,微博 weibo.com,4,10,0
J8P8a2xRn,"《Individual Calibration with Randomized Forecasting》S Zhao, T Ma, S Ermon [Stanford University] (2020) http://t.cn/A6LDbjCt view:http://t.cn/A6LDbjCc  [组图共11张] 原图 ",,无,无,无,2020-06-29 05:57,微博 weibo.com,6,5,0
J8P7mpdzV,"《Experience Replay with Likelihood-free Importance Weights》S Sinha, J Song, A Garg, S Ermon [University of Toronto & Stanford University] (2020) http://t.cn/A6LDbo4Y view:http://t.cn/A6LDbo4T  [组图共11张] 原图 ",,无,无,无,2020-06-29 05:55,微博 weibo.com,7,8,0
J8P6vdX0a,"《Multi-modal Self-Supervision from Generalized Data Transformations》M Patrick, Y M. Asano, P Kuznetsova, R Fong, J F. Henriques, G Zweig, A Vedaldi [Facebook AI Research & University of Oxford] (2020) http://t.cn/A6LmNr9o view:http://t.cn/A6LDbVMx  [组图共10张] 原图 ",,无,无,无,2020-06-29 05:53,微博 weibo.com,6,12,3
J8P5R1Xel,"《Collective Learning by Ensembles of Altruistic Diversifying Neural Networks》B Brazowski, E Schneidman [Weizmann Institute of Science] (2020) http://t.cn/A6LDbU6U view:http://t.cn/A6LDbU64  [组图共8张] 原图 ",,无,无,无,2020-06-29 05:51,微博 weibo.com,2,3,0
J8P42phqq,"《Sparse Bottleneck Networks for Exploratory Analysis and Visualization of Neural Patch-seq Data》Y Bernaerts, P Berens, D Kobak [University of Tuebingen] (2020) http://t.cn/A6LD41bP view:http://t.cn/A6LD41bv GitHub: http://t.cn/A6LD41bh  [组图共5张] 原图 ",,无,无,无,2020-06-29 05:46,微博 weibo.com,4,2,1
J8P3akE4o,"《Neural Networks Fail to Learn Periodic Functions and How to Fix It》L Ziyin, T Hartwig, M Ueda [The University of Tokyo] (2020) http://t.cn/A6LD4TAJ view:http://t.cn/A6LD4TAX  [组图共18张] 原图 ",,无,无,无,2020-06-29 05:44,微博 weibo.com,12,11,0
J8P0AaEVG,"《On Adversarial Bias and the Robustness of Fair Machine Learning》H Chang, T D Nguyen, S K Murakonda, E Kazemi, R Shokri [National University of Singapore (NUS) & Google] (2020) http://t.cn/A6LD44wX view:http://t.cn/A6LD44wa  [组图共18张] 原图 ",,无,无,无,2020-06-29 05:38,微博 weibo.com,8,5,2
J8OY4sx0Y,"《Audeo: Audio Generation for a Silent Performance Video》K Su, X Liu, E Shlizerman [University of Washington] (2020) http://t.cn/A6LueURm view:http://t.cn/A6LDU8mj  [组图共12张] 原图 ",,无,无,无,2020-06-29 05:32,微博 weibo.com,7,6,2
J8OX4kTwT,"《A Universal Representation Transformer Layer for Few-Shot Image Classification》L Liu, W Hamilton, G Long, J Jiang, H Larochelle [Mila & Australian AI Institute, UTS] (2020) http://t.cn/A6LDUNon view:http://t.cn/A6LDUNou GitHub: http://t.cn/A6LnhjoR  [组图共9张] 原图 ",,无,无,无,2020-06-29 05:29,微博 weibo.com,6,18,1
J8OWnuoof,"《Superpolynomial Lower Bounds for Learning One-Layer Neural Networks using Gradient Descent》S Goel, A Gollakota, Z Jin, S Karmalkar, A Klivans [University of Texas at Austin & Shanghai Jiao Tong University] (2020) http://t.cn/A6LDU6Xj view:http://t.cn/A6LDU6XO  [组图共4张] 原图 ",,无,无,无,2020-06-29 05:28,微博 weibo.com,3,3,1
J8OVnaLHK,"《Sample-Efficient Optimization in the Latent Space of Deep Generative Models via Weighted Retraining》A Tripp, E Daxberger, J M Hernández-Lobato [University of Cambridge] (2020) http://t.cn/A6LDUq5Q view:http://t.cn/A6LDUq5H  [组图共18张] 原图 ",,无,无,无,2020-06-29 05:25,微博 weibo.com,6,11,0
J8OUbie9Y,"《Fast Learning of Graph Neural Networks with Guaranteed Generalizability: One-hidden-layer Case》S Zhang, M Wang, S Liu, P Chen, J Xiong [Rensselaer Polytechnic Institute & MIT-IBM Waston AI Lab] (2020) http://t.cn/A6LDUhxM view:http://t.cn/A6LDUhxI  [组图共11张] 原图 ",,无,无,无,2020-06-29 05:22,微博 weibo.com,6,7,2
J8OSHEgE3,"《Subgraph Neural Networks》E Alsentzer, S G. Finlayson, M M. Li, M Zitnik [Harvard University] (2020) http://t.cn/A6LDynY6 view:http://t.cn/A6LDynYX  [组图共15张] 原图 ",,无,无,无,2020-06-29 05:19,微博 weibo.com,13,20,5
J8OR6aOab,"*《An Optimal Transport Kernel for Feature Aggregation and its Relationship to Attention》G Mialon, D Chen, A d'Aspremont, J Mairal [Inria & ENS] (2020) http://t.cn/A6LET1C3 view:http://t.cn/A6LDyK0t GitHub: http://t.cn/A6LBth4h  [组图共18张] 原图 ",,无,无,无,2020-06-29 05:15,微博 weibo.com,6,12,2
J8OMPlWJH,"*《Deep Reinforcement Learning amidst Lifelong Non-Stationarity》A Xie, J Harrison, C Finn [Stanford University] (2020) http://t.cn/A6LDLEc4 view:http://t.cn/A6LDLEcq Home:http://t.cn/A6LDLEcG  [组图共9张] 原图 ",,无,无,无,2020-06-29 05:04,微博 weibo.com,2,6,2
J8OHpDKMJ,早！ #早安#  原图 ,,无,无,无,2020-06-29 04:51,Mac客户端,29,5,5
J8M3XwUSv,晚安～ #晚安#  爱可可-爱生活的微博视频  ,,无,无,无,2020-06-28 22:08,微博视频,21,2,0
J8M3pc3Gy,《爱可可老师24小时热门分享(2020.6.28)》  爱可可老师24小时热门分享(2020.6.28)  ,,无,无,无,2020-06-28 22:07,微博 weibo.com,2,5,0
J8LOvbD55,Holly Ready作品 #艺术##欣赏#  [组图共4张] 原图 ,,无,无,无,2020-06-28 21:30,Mac客户端,26,1,1
J8LLvDa7t,天才啊～🤣  原图 ,,无,无,无,2020-06-28 21:23,Mac客户端,50,9,8
J8IOx7MVo,【《经典力学结构与解析》参考答案与笔记】’solution and notes repository for Sussman and Wisdom's The Structure and Interpretation of Classical Mechanics' by Sam Ritchie GitHub: http://t.cn/A6Lgb9SV Book(Unofficial HTML version): http://t.cn/RYICPr1  [组图共2张] 原图 ,,无,无,无,2020-06-28 13:52,Mac客户端,25,27,2
J8IMemPKc,【Tensorflow2.0实现的YOLOv4】’yolo4_tensorflow2 - yolo 4th edition implemented by tensorflow2.0' by xiao9616 GitHub: http://t.cn/A6Lg4QeE  [组图共9张] 原图 ,,无,无,无,2020-06-28 13:46,Mac客户端,33,60,10
J8ILjlfQF,'分享自然语言处理工程师(NLP)需要积累的各方面知识' by DA-southampton GitHub: http://t.cn/A6Lg4J6l  原图 ,,无,无,无,2020-06-28 13:44,Mac客户端,81,126,23
J8IJEhrSM,【低资源KBP(Knowledge base population)文献列表】’Paper List of Low-Resource KBP - Some papers on low-resource knowledge base population. (mostly from 2018 to 2020)' by NingyuZhang GitHub: http://t.cn/A6LgUnsF  原图 ,,无,无,无,2020-06-28 13:40,Mac客户端,13,8,2
J8IIqhI53,"【(Pytorch)用MNIST和Fashion MNIST训练Image GPT】’Image GPT - Pytorch Implementation of OpenAI's Image GPT, trained on MNIST and Fashion MNIST' by Teddy Koker GitHub: http://t.cn/A6LgUMPe  [组图共2张] 原图 ",,无,无,无,2020-06-28 13:37,Mac客户端,11,13,8
J8IEo1gBY,【Polars：Rust实现的超快内存型DataFrames】’Polars (WIP) - Blazingly fast in memory DataFrames in Rust' by Ritchie Vink GitHub: http://t.cn/A6LgL1px  原图 ,,无,无,无,2020-06-28 13:27,Mac客户端,14,10,1
J8IDDD0na,【微软的一套手机平台免费图标集】’Fluent System Icons - a set of mobile platform icons from Microsoft' by Microsoft GitHub: http://t.cn/A6LnTjWo  原图 ,,无,无,无,2020-06-28 13:25,Mac客户端,23,17,3
J8IqNirmy,【PyTorch实现的FastSurferCNN】’PyTorch implementation of FastSurferCNN' by Deep Medical Imaging Lab (PI Reuter) GitHub: http://t.cn/A6LgzDS2  原图 ,,无,无,无,2020-06-28 12:53,Mac客户端,25,23,9
J8IoDFFE9,'Kuboard - 基于 Kubernetes 的微服务管理界面' by eip-work GitHub: http://t.cn/AiEOFPoq  原图 ,,无,无,无,2020-06-28 12:48,Mac客户端,39,31,6
J8IjHy3dQ,【HonKit：从GitHub/Git和Markdown编译成书】’HonKit - is building beautiful books using GitHub/Git and Markdown.'  GitHub: http://t.cn/A6LghokR  原图 ,,无,无,无,2020-06-28 12:36,Mac客户端,19,20,4
J8IiYCqsY,【Secretive：用Secure Enclave进行保存的SSH keys管理App】’Secretive - Store SSH keys in the Secure Enclave' by Max Goedjen GitHub: http://t.cn/A6LghGam  [组图共3张] 原图 ,,无,无,无,2020-06-28 12:34,Mac客户端,6,6,1
J8Hznp09P,#抽奖##赠书# 携手 @东南大学出版社  送出 5 本《Python数据分析（中文版）》(Data Analysis with Python) by David Taieb 截止 2020.7.6 12:00，*可可粉*转发即可参与。提供了一种新的数据分析方法，与你分享最新最强大的Python工具、AI技术和开源库，展示如何将数据科学与Python编程算法的强大功能联系起来，在数据分析中使用复杂的算法和最先进的人工智能技术。 详情：http://t.cn/A6LdEwOe http://t.cn/A6LsfqNf 原图 ,,无,无,无,2020-06-28 10:42,Mac客户端,34,418,62
J8GQV6SlM,《本周论文关注榜(2020.6.28)》  本周论文关注榜(2020.6.28)  ,,无,无,无,2020-06-28 08:52,微博 weibo.com,6,2,0
J8GOeoQHo,【Foam：基于VS Code和GitHub的个人知识管理/分享系统】“Foam | A personal knowledge management and sharing system for VSCode” by Jani Eväkallio http://t.cn/A6Ldouwz GitHub:http://t.cn/A6Ldouw7  原图 ,,无,无,无,2020-06-28 08:46,Mac客户端,56,57,15
J8GKeuTCg,ButImAScientist：其他人在演讲中被提问 ，是否也会觉得恐慌？ 你是怎么处理的？ 我觉得要是能准确倾听、理解提问内容、保持冷静，我就会知道答案。  ,,无,无,无,2020-06-28 08:36,Mac客户端,14,4,1
J8GxmA0OA,【如何为科研论文设计组织结构】《How to craft an organizational structure for your research article | University Affairs》by Letitia Henville http://t.cn/A6Ldik9r  [组图共3张] 原图 ,,无,无,无,2020-06-28 08:04,Mac客户端,31,50,6
J8Gwxx9yO,【NLP自然语言处理大辞典】《The Natural Language Processing Dictionary》by Bill Wilson http://t.cn/RwFgnEk  [组图共3张] 原图 ,,无,无,无,2020-06-28 08:02,Mac客户端,15,22,4
J8FKB8gdm,"《Statistical Mechanics of Generalization in Kernel Regression》A Canatar, B Bordelon, C Pehlevan [Harvard University] (2020) http://t.cn/A6LdGoXZ view:http://t.cn/A6LdGoXz  [组图共8张] 原图 ",,无,无,无,2020-06-28 06:04,微博 weibo.com,18,16,4
J8FJk0e8s,《A generative adversarial network approach to (ensemble) weather prediction》A Bihlo [Memorial University of Newfoundland] (2020) http://t.cn/A6LdGtbq view:http://t.cn/A6LdGtb5  [组图共16张] 原图 ,,无,无,无,2020-06-28 06:01,微博 weibo.com,10,24,1
J8FIelVNh,"《MUMBO: MUlti-task Max-value Bayesian Optimization》H B. Moss, D S. Leslie, P Rayson [Lancaster Universit] (2020) http://t.cn/A6LdG7On view:http://t.cn/A6LdG7Ou  [组图共7张] 原图 ",,无,无,无,2020-06-28 05:58,微博 weibo.com,15,15,4
J8FHHeIwx,"《Matern Gaussian processes on Riemannian manifolds》V Borovitskiy, A Terenin, P Mostowsky, M P Deisenroth [St. Petersburg State University & Imperial College London] (2020) http://t.cn/A6Ldbkns view:http://t.cn/A6LdbknF  [组图共9张] 原图 ",,无,无,无,2020-06-28 05:57,微博 weibo.com,13,16,2
J8FGF7NzR,"《Using Learning Dynamics to Explore the Role of Implicit Regularization in Adversarial Examples》J O Caro, Y Ju, R Pyle, A Patel [Baylor College of Medicine & Rice University] (2020) http://t.cn/A6Ldb3g3 view:http://t.cn/A6Ldb3gg  [组图共18张] 原图 ",,无,无,无,2020-06-28 05:54,微博 weibo.com,5,12,1
J8FFQvO5O,"《Fair k-Means Clustering》M Ghadiri, S Samadi, S Vempala [Georgia Tech] (2020) http://t.cn/A6LdbTqE view:http://t.cn/A6LdbTqY GitHub: http://t.cn/A6LdbTq8  [组图共10张] 原图 ",,无,无,无,2020-06-28 05:52,微博 weibo.com,17,31,4
J8FFj8PEE,"《Sparse GPU Kernels for Deep Learning》T Gale, M Zaharia, C Young, E Elsen [Stanford University & Google Brain & DeepMind] (2020) http://t.cn/A6Ldb0xb view:http://t.cn/A6Ldb0x5  [组图共14张] 原图 ",,无,无,无,2020-06-28 05:51,微博 weibo.com,21,8,1
J8FEciTJI,"《Dissecting Deep Networks into an Ensemble of Generative Classifiers for Robust Predictions》L Tiwari, A Madan, S Anand, S Banerjee [IIIT-Delhi] (2020) http://t.cn/A6LdbJNp view:http://t.cn/A6LdbJNO GitHub: http://t.cn/A6Ldb6hl  [组图共15张] 原图 ",,无,无,无,2020-06-28 05:48,微博 weibo.com,11,9,1
J8FCoAQFB,"《I know why you like this movie: Interpretable Efficient Multimodal Recommender》B Rychalska, D Basaj, J Dąbrowski, M Daniluk [Synerise] (2020) http://t.cn/A6LdbARy view:http://t.cn/A6LdbARb  [组图共7张] 原图 ",,无,无,无,2020-06-28 05:44,微博 weibo.com,17,13,4
J8FAMtZKh,"《Deep learning enabled laser speckle wavemeter with a high dynamic range》R K. Gupta, G D. Bruce, S J. Powis, K Dholakia [University of St. Andrews] (2019) http://t.cn/A6Ld4BDi view:http://t.cn/A6Ld4BDJ  [组图共10张] 原图 ",,无,无,无,2020-06-28 05:40,微博 weibo.com,6,3,0
J8FzIAEyc,"《Gauging the happiness benefit of US urban parks through Twitter》A. J. Schwartz, P. S. Dodds, J. P. M. O'Neil-Dunne, T. H. Ricketts, C. M. Danforth [University of Vermont] (2020) http://t.cn/A6Ld487x view:http://t.cn/A6Ld487J  [组图共8张] 原图 ",,无,无,无,2020-06-28 05:37,微博 weibo.com,1,3,0
J8Fysj762,"《Hierarchically Local Tasks and Deep Convolutional Networks》A Deza, Q Liao, A Banburski, T Poggio [MIT] (2020) http://t.cn/A6Ld4K7R view:http://t.cn/A6Ld4K7E  [组图共8张] 原图 ",,无,无,无,2020-06-28 05:34,微博 weibo.com,9,15,2
J8FwGFpJJ,"《Locally Masked Convolution for Autoregressive Models》A Jain, P Abbeel, D Pathak [UC Berkeley & CMU] (2020) http://t.cn/A6LR6NfN view:http://t.cn/A6Ld45LM Home:http://t.cn/A6LR6NfC  GitHub: http://t.cn/A6LH9VE2  [组图共11张] 原图 ",,无,无,无,2020-06-28 05:30,微博 weibo.com,13,19,2
